id,title,placename,state,lga,parish,feature_term,latitude,longitude,source,flag,description,datestart,dateend,linkback,tlcmaplink,layerlink,state_id
a1aa2a,Toles Creek,Toles Creek,TAS,Dorset,,Stream,-41.25,147.3899994,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a1aa2a,http://tlcmap.org/ghap,1288
a16b3e,Abrahams Creek,Abrahams Creek,TAS,Northern Midlands,,Stream,-41.86999893,147.0500031,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16b3e,http://tlcmap.org/ghap,1288
a16b3f,Abrotanella Rise,Abrotanella Rise,TAS,Huon Valley,,Hill,-43.20999908,146.5800018,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16b3f,http://tlcmap.org/ghap,1288
a16b40,Abscida Falls,Abscida Falls,TAS,Huon Valley,,Waterfall,-43.24000168,146.2700043,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16b40,http://tlcmap.org/ghap,1288
a16b41,Abyssinia Creek,Abyssinia Creek,TAS,Central Highlands,,Stream,-42.40000153,146.9600067,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16b41,http://tlcmap.org/ghap,1288
a16b42,Acacia Hills,Acacia Hills,TAS,Kentish,,Suburb/Locality,-41.27000046,146.3300018,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16b42,http://tlcmap.org/ghap,1288
a16b43,Acacia Rocks,Acacia Rocks,TAS,West Coast,,Island,-42.88000107,145.4100037,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16b43,http://tlcmap.org/ghap,1288
a16b44,Access Creek,Access Creek,TAS,Central Highlands,,Stream,-42.27000046,146.1199951,Australian Gazetteer,,Unofficial,,,,http://tlcmap.org/ghap/search?id=a16b44,http://tlcmap.org/ghap,1288
a16b45,Ache Creek,Ache Creek,TAS,Waratah-Wynyard,,Stream,-41.43999863,145.3500061,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16b45,http://tlcmap.org/ghap,1288
a16b46,Acheron River,Acheron River,TAS,West Coast,,Stream,-42.43000031,145.8500061,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16b46,http://tlcmap.org/ghap,1288
a13dd7,Port Sorell,Port Sorell,TAS,LATROBE,,town,-41.15999985,146.5500031,Australian Gazetteer,,NW coast,,,,http://tlcmap.org/ghap/search?id=a13dd7,http://tlcmap.org/ghap,1288
a13dd8,Burgess,Burgess,TAS,LATROBE,,town,-41.241,146.56,TAS LGA,Only accurate to LGA,"previous name of Port Sorell, ANPS ID 81367",,,,http://tlcmap.org/ghap/search?id=a13dd8,http://tlcmap.org/ghap,1288
a13dda,Sullivans Cove,Sullivans Cove,TAS,HOBART,,cove1,-42.88000107,147.3300018,Australian Gazetteer,,"on the Derwent, site of Hobart",,,,http://tlcmap.org/ghap/search?id=a13dda,http://tlcmap.org/ghap,1288
a13ddb,Stanley,Stanley,TAS,CIRCULAR HEAD,,town,-41.066,145.012,TAS LGA,Only accurate to LGA,,,,,http://tlcmap.org/ghap/search?id=a13ddb,http://tlcmap.org/ghap,1288
a13ddc,Circular Head,Circular Head,TAS,CIRCULAR HEAD,,town,-41.066,145.012,TAS LGA,Only accurate to LGA,"Variant name for Stanley, ANPS ID 81371",,,,http://tlcmap.org/ghap/search?id=a13ddc,http://tlcmap.org/ghap,1288
a13ddd,Circular Head,Circular Head,TAS,CIRCULAR HEAD,,hill,-40.75999832,145.3000031,Australian Gazetteer,,,,,,http://tlcmap.org/ghap/search?id=a13ddd,http://tlcmap.org/ghap,1288
a13dde,The Nut,The Nut,TAS,CIRCULAR HEAD,,hill,-40.75999832,145.3000031,Australian Gazetteer,,"variant name for Circular Head, ANPS 81373, 1599W",,,,http://tlcmap.org/ghap/search?id=a13dde,http://tlcmap.org/ghap,1288
a13ddf,Surrey Hills,Surrey Hills,TAS,WARATAH-WYNYARD,,District1,-41.50999832,145.7100067,Australian Gazetteer,,,,,,http://tlcmap.org/ghap/search?id=a13ddf,http://tlcmap.org/ghap,1288
a13de0,Hampshire Hills,Hampshire Hills,TAS,,,locality (unbounded),-41.50999832,145.7100067,Variant,,"near Surrey Hills, ANPS ID 81375",,,,http://tlcmap.org/ghap/search?id=a13de0,http://tlcmap.org/ghap,1288
a13de1,St Valentine's Peak,St Valentine's Peak,TAS,WARATAH-WYNYARD,,peak2,-41.382,145.496,TAS LGA,Only accurate to LGA,,,,,http://tlcmap.org/ghap/search?id=a13de1,http://tlcmap.org/ghap,1288
a13de2,Cape Grim,Cape Grim,TAS,CIRCULAR HEAD,,cape,-40.68000031,144.6799927,Australian Gazetteer,,,,,,http://tlcmap.org/ghap/search?id=a13de2,http://tlcmap.org/ghap,1288
a13de3,Hellyer Gorge,Hellyer Gorge,TAS,WARATAH-WYNYARD,,ravine,-41.27000046,145.6100006,Australian Gazetteer,,,,,,http://tlcmap.org/ghap/search?id=a13de3,http://tlcmap.org/ghap,1288
a13de4,Jacob's Boat Harbour,Jacob's Boat Harbour,TAS,WARATAH-WYNYARD,,harbour,-41.382,145.496,TAS LGA,Only accurate to LGA,"variant of Jacobs Boat Harbour, TAS ID 2335H",,,,http://tlcmap.org/ghap/search?id=a13de4,http://tlcmap.org/ghap,1288
a13de5,Boat Harbour,Boat Harbour,TAS,WARATAH-WYNYARD,,harbour,-41.382,145.496,TAS LGA,Only accurate to LGA,"variant of Jacobs Boat Harbour, TAS ID 2335H; TAS says JBH is the official name for the harbour, BH for the suburb",,,,http://tlcmap.org/ghap/search?id=a13de5,http://tlcmap.org/ghap,1288
a13de6,Milkshakes Hills,Milkshakes Hills,TAS,CIRCULAR HEAD,,hill,-41.066,145.012,TAS LGA,Only accurate to LGA,"variant of Milkshake Hills, ANPS 81627, TAS ID 4335W",,,,http://tlcmap.org/ghap/search?id=a13de6,http://tlcmap.org/ghap,1288
a13de7,Mt Cameron West,Mt Cameron West,TAS,CIRCULAR HEAD,,mountain,-41.066,145.012,TAS LGA,Only accurate to LGA,,,,,http://tlcmap.org/ghap/search?id=a13de7,http://tlcmap.org/ghap,1288
a13de8,Preminghana,Preminghana,TAS,CIRCULAR HEAD,,mountain,-41.066,145.012,TAS LGA,Only accurate to LGA,"alternative to Mt Cameron West, TAS ID 19297D, ANPS ID 81383",,,,http://tlcmap.org/ghap/search?id=a13de8,http://tlcmap.org/ghap,1288
a13de9,Preminghana-Mt Cameron West,Preminghana-Mt Cameron West,TAS,CIRCULAR HEAD,,mountain,-41.066,145.012,TAS LGA,Only accurate to LGA,"? Dual name for Mt Cameron West, TAS ID 19297D, ANPS ID 81383",,,,http://tlcmap.org/ghap/search?id=a13de9,http://tlcmap.org/ghap,1288
a13dea,Arthur Pieman Conservation Area,Arthur Pieman Conservation Area,TAS,CIRCULAR HEAD,,conservation park,-41.066,145.012,TAS LGA,Only accurate to LGA,official name is hyphenated,,,,http://tlcmap.org/ghap/search?id=a13dea,http://tlcmap.org/ghap,1288
a13deb,the Tarkine,the Tarkine,TAS,CIRCULAR HEAD,,conservation park,-41.066,145.012,TAS LGA,Only accurate to LGA,"alternative name of Arthur-Pieman Conservation Area, TAS ID 38232M, ANPS ID 81386",,,,http://tlcmap.org/ghap/search?id=a13deb,http://tlcmap.org/ghap,1288
a13dec,Sarah Island,Sarah Island,TAS,WEST COAST,,island1,-42.38000107,145.4400024,Australian Gazetteer,,,,,,http://tlcmap.org/ghap/search?id=a13dec,http://tlcmap.org/ghap,1288
a13ded,Settlement Island,Settlement Island,TAS,WEST COAST,,island1,-42.296,145.628,TAS LGA,Only accurate to LGA,"possibly former name of Sarah Island, TAS ID 6494T, ANPS ID 81388",,,,http://tlcmap.org/ghap/search?id=a13ded,http://tlcmap.org/ghap,1288
a13dee,Launceston,Launceston,TAS,LAUNCESTON,,city,-41.43999863,147.1399994,Australian Gazetteer,,,,,,http://tlcmap.org/ghap/search?id=a13dee,http://tlcmap.org/ghap,1288
a13def,Patersonia,Patersonia,TAS,LAUNCESTON,,city,-41.361,147.304,TAS LGA,Only accurate to LGA,"former name of Launceston, TAS ID 338C, ANPS ID 81390; now a suburb name, TAS ID 1181J",,,,http://tlcmap.org/ghap/search?id=a13def,http://tlcmap.org/ghap,1288
a13df0,Bay of Fires,Bay of Fires,TAS,BREAK O'DAY,,bay1,-41.13999939,148.3000031,Australian Gazetteer,,,,,,http://tlcmap.org/ghap/search?id=a13df0,http://tlcmap.org/ghap,1288
a13df1,St Helens Point,St Helens Point,TAS,BREAK O'DAY,,point1,-41.27000046,148.3500061,Australian Gazetteer,,,,,,http://tlcmap.org/ghap/search?id=a13df1,http://tlcmap.org/ghap,1288
a13df2,Goulds Country,Goulds Country,TAS,BREAK O'DAY,,Suburb/Locality,-41.24000168,148.0500031,Australian Gazetteer,,,,,,http://tlcmap.org/ghap/search?id=a13df2,http://tlcmap.org/ghap,1288
a13df3,Waubs Boat Harbour,Waubs Boat Harbour,TAS,GLAMORGAN-SPRING BAY,,cove1,-42.266,147.97,TAS LGA,Only accurate to LGA,"alternative name of Waubs Gulch, 22004N",,,,http://tlcmap.org/ghap/search?id=a13df3,http://tlcmap.org/ghap,1288
a13df4,The Gulch,The Gulch,TAS,GLAMORGAN-SPRING BAY,,cove1,-42.266,147.97,TAS LGA,Only accurate to LGA,"superseded name for Waubs Gulch, TAS ID 22004N",,,,http://tlcmap.org/ghap/search?id=a13df4,http://tlcmap.org/ghap,1288
a13df5,Freycinet Peninsula,Freycinet Peninsula,TAS,GLAMORGAN-SPRING BAY,,peninsula,-42.20999908,148.3000031,Australian Gazetteer,,,,,,http://tlcmap.org/ghap/search?id=a13df5,http://tlcmap.org/ghap,1288
a13df6,Schouten Island,Schouten Island,TAS,GLAMORGAN-SPRING BAY,,island1,-42.31000137,148.2700043,Australian Gazetteer,,,,,,http://tlcmap.org/ghap/search?id=a13df6,http://tlcmap.org/ghap,1288
a13df7,The Hazards,The Hazards,TAS,GLAMORGAN-SPRING BAY,,hill,-42.15000153,148.2899933,Australian Gazetteer,,,,,,http://tlcmap.org/ghap/search?id=a13df7,http://tlcmap.org/ghap,1288
a13df8,Coles Bay,Coles Bay,TAS,GLAMORGAN-SPRING BAY,,bay1,-42.13000107,148.2899933,Australian Gazetteer,,,,,,http://tlcmap.org/ghap/search?id=a13df8,http://tlcmap.org/ghap,1288
a13df9,Wineglass Bay,Wineglass Bay,TAS,GLAMORGAN-SPRING BAY,,bay1,-42.15999985,148.3000031,Australian Gazetteer,,"S 42° 10' 4''	E 148° 1 8''.  Note previous name of ""Thouin Bay""; cf ANPS ID 108925",,,,http://tlcmap.org/ghap/search?id=a13df9,http://tlcmap.org/ghap,1288
a13dfa,Maria Island,Maria Island,TAS,GLAMORGAN-SPRING BAY,,island1,-42.61999893,148.0800018,Australian Gazetteer,,,,,,http://tlcmap.org/ghap/search?id=a13dfa,http://tlcmap.org/ghap,1288
a13dfb,Nubeena,Nubeena,TAS,TASMAN,,locality (bounded),-43.09999847,147.7400055,Australian Gazetteer,,,,,,http://tlcmap.org/ghap/search?id=a13dfb,http://tlcmap.org/ghap,1288
a13e14,Paradise,Paradise,TAS,KENTISH,,locality (bounded),-41.43000031,146.3099976,Australian Gazetteer,,,,,,http://tlcmap.org/ghap/search?id=a13e14,http://tlcmap.org/ghap,1288
a13e15,Beulah,Beulah,TAS,Kentish,,locality (bounded),-41.43999863,146.3699951,Australian Gazetteer,,,,,,http://tlcmap.org/ghap/search?id=a13e15,http://tlcmap.org/ghap,1288
a13e16,Reuben Austin's Paradise,Reuben Austin's Paradise,TAS,,,locality (bounded),-41.43000031,146.3099976,Variant,,"original form of Paradise, TAS ID 1176Q, ANPS ID 81428",,,,http://tlcmap.org/ghap/search?id=a13e16,http://tlcmap.org/ghap,1288
a13e17,Garden of Eden,Garden of Eden,TAS,KENTISH,,valley,-41.47000122,146.4199982,Australian Gazetteer,,,,,,http://tlcmap.org/ghap/search?id=a13e17,http://tlcmap.org/ghap,1288
a13e18,Promised Land,Promised Land,TAS,KENTISH,,locality (bounded),-41.41999817,146.2100067,Australian Gazetteer,,,,,,http://tlcmap.org/ghap/search?id=a13e18,http://tlcmap.org/ghap,1288
a13edb,Milkshake Hills,Milkshake Hills,TAS,CIRCULAR HEAD,,hill,-41.09999847,145.1600037,Australian Gazetteer,,,,,,http://tlcmap.org/ghap/search?id=a13edb,http://tlcmap.org/ghap,1288
a13f0d,Waubs Gulch,Waubs Gulch,TAS,GLAMORGAN-SPRING BAY,,cove1,-41.86999893,148.3099976,Australian Gazetteer,,,,,,http://tlcmap.org/ghap/search?id=a13f0d,http://tlcmap.org/ghap,1288
a16b47,Achilles River,Achilles River,TAS,West Coast,,Stream,-41.88000107,145.8899994,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16b47,http://tlcmap.org/ghap,1288
a16b48,Ackerleys Gully,Ackerleys Gully,TAS,Glamorgan-Spring Bay,,Gully,-42.45000076,147.8399963,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16b48,http://tlcmap.org/ghap,1288
a16b49,Actaeon Island,Actaeon Island,TAS,Huon Valley,,Island,-43.52000046,146.9900055,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16b49,http://tlcmap.org/ghap,1288
a16b61,Adamsfield,Adamsfield,TAS,Derwent Valley,,District1,-42.72000122,146.3300018,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16b61,http://tlcmap.org/ghap,1288
a16b62,Adamsfield Conservation Area,Adamsfield Conservation Area,TAS,Derwent Valley,,Reserve,-42.75,146.3200073,Australian Gazetteer,,Parks 14/15,,,,http://tlcmap.org/ghap/search?id=a16b62,http://tlcmap.org/ghap,1288
a16b63,Adamsons Falls,Adamsons Falls,TAS,Huon Valley,,Waterfall,-43.36000061,146.8399963,Australian Gazetteer,,Official,,,,http://tlcmap.org/ghap/search?id=a16b63,http://tlcmap.org/ghap,1288
